NO,시군구,**시,**구,**동,[P2]시군구_단지명,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,주택유형
18194,대구시 서구 내당동,대구시,서구,내당동,대구시 서구 내당동 드림하이츠(225-26),225-26,225,26,드림하이츠(225-26),84.9,202303,20,"28,000",-,7,-,-,2001,달구벌대로357길 13,-,직거래,-,23.03.29,아파트
18207,대구시 군위군 군위읍 서부리,대구시,군위군,군위읍,대구시 군위군 군위읍 서원,494,494,0,서원,63.99,202303,20,"9,000",-,3,-,-,1989,중앙6길 13-45,-,직거래,-,23.03.20,아파트
18278,대구시 서구 내당동,대구시,서구,내당동,대구시 서구 내당동 내당보성홍실,28-1,28,1,내당보성홍실,84.92,202303,18,"24,500",3,4,-,-,1986,서대구로8길 49,-,중개거래,대구 서구,23.04.26,아파트
18536,대구시 동구 신서동,대구시,동구,신서동,대구시 동구 신서동 양주조이지움,621-19,621,19,양주조이지움,76.0031,202303,14,"29,350",주건축물제1동,5,-,-,2023,반야월로 328,-,직거래,-,23.03.23,아파트
18648,대구시 동구 신서동,대구시,동구,신서동,대구시 동구 신서동 신서공원아파트,468-4,468,4,신서공원아파트,79.0679,202303,13,"24,000",-,10,-,-,2016,반야월북로 312,-,중개거래,대구 동구,23.04.20,아파트
18705,대구시 달서구 상인동,대구시,달서구,상인동,대구시 달서구 상인동 상인중석타운,72-1,72,1,상인중석타운,84.72,202303,11,"27,000",-,9,-,-,1997,월곡로 291,-,중개거래,대구 달서구,23.05.17,아파트
18804,대구시 달서구 본리동,대구시,달서구,본리동,대구시 달서구 본리동 대영(351-2),351-2,351,2,대영(351-2),64.8,202303,10,"20,000",-,2,-,-,1980,와룡로14길 70,-,직거래,-,-,아파트
19015,대구시 서구 비산동,대구시,서구,비산동,대구시 서구 비산동 부림썬빌리지,1317,1317,0,부림썬빌리지,84.4814,202303,6,"26,500",1,10,-,-,2016,서대구로 328,-,중개거래,대구 서구,23.03.13,아파트
19346,대구시 동구 방촌동,대구시,동구,방촌동,대구시 동구 방촌동 해안드림파크,984,984,0,해안드림파크,72.6468,202303,1,"27,500",아파트,3,-,-,2018,방촌로 78,-,중개거래,대구 동구,23.04.27,아파트
19449,대구시 수성구 파동,대구시,수성구,파동,대구시 수성구 파동 드림팰리스101동,581-30,581,30,드림팰리스101동,84.6953,202302,28,"30,000",101,10,-,-,2015,가창로221길 36,-,중개거래,대구 수성구,23.10.31,아파트
19494,대구시 달서구 진천동,대구시,달서구,진천동,대구시 달서구 진천동 월송(다동),482-2,482,2,월송(다동),48.615,202302,27,"13,000",다,2,-,-,1982,상화로21길 64,-,직거래,-,23.03.06,아파트
19511,대구시 중구 동인동1가,대구시,중구,동인동1가,대구시 중구 동인동1가 삼승슈퍼타워,362,362,0,삼승슈퍼타워,83.5038,202302,27,"22,000",삼승슈퍼타워,10,-,-,2007,신암로 6,-,중개거래,대구 남구 대구 동구,23.06.08,아파트
19532,대구시 남구 대명동,대구시,남구,대명동,대구시 남구 대명동 사랑채(1662-30),1662-30,1662,30,사랑채(1662-30),84.98,202302,27,"22,900",사랑채 아파트,4,-,-,2007,현충로23길 88,-,중개거래,대구 남구,23.03.30,아파트
19984,대구시 수성구 지산동,대구시,수성구,지산동,대구시 수성구 지산동 지산대우로얄,1190,1190,0,지산대우로얄,144.4811,202302,18,"38,000",101,1,-,-,1999,용학로36길 20,-,중개거래,대구 수성구,23.03.21,아파트
20002,대구시 달서구 상인동,대구시,달서구,상인동,대구시 달서구 상인동 예그린102동,332-2,332,2,예그린102동,84.9782,202302,18,"25,000",예그린102동,4,-,-,2016,월배로28길 47,-,중개거래,대구 달서구,23.03.30,아파트
20094,대구시 동구 신천동,대구시,동구,신천동,대구시 동구 신천동 신동아,489-1,489,1,신동아,80.69,202302,17,"15,000",나,4,-,-,1979,동부로34길 64,-,중개거래,대구 동구,23.04.12,아파트
20095,대구시 달서구 진천동,대구시,달서구,진천동,대구시 달서구 진천동 진천영남네오빌,73,73,0,진천영남네오빌,84.7537,202302,17,"37,000",101동,4,-,-,2020,진천로18길 86,-,직거래,-,23.03.20,아파트
20135,대구시 동구 신천동,대구시,동구,신천동,대구시 동구 신천동 현대하이페리온2단지,143-2,143,2,현대하이페리온2단지,125.98,202302,16,"55,000",현대하이페리온2단지,14,-,-,2007,국채보상로 863,-,중개거래,대구 동구,23.03.21,아파트
20231,대구시 남구 대명동,대구시,남구,대명동,대구시 남구 대명동 동아,3008-4,3008,4,동아,52.515,202302,15,"14,450",-,1,-,-,1980,현충로31길 48,-,중개거래,대구 남구,23.03.16,아파트
20288,대구시 달서구 상인동,대구시,달서구,상인동,대구시 달서구 상인동 상인메트로빌103동,327-12,327,12,상인메트로빌103동,77.89,202302,14,"19,000",103,7,-,-,2002,월배로32길 23,-,중개거래,대구 달서구,23.07.17,아파트
20382,대구시 북구 태전동,대구시,북구,태전동,대구시 북구 태전동 우방타운2,678,678,0,우방타운2,84.97,202302,13,"16,900",202,7,-,-,1993,칠곡중앙대로53길 29,-,중개거래,대구 북구,23.04.03,아파트
20383,대구시 동구 불로동,대구시,동구,불로동,대구시 동구 불로동 평광현대2,1156,1156,0,평광현대2,57.73,202302,13,"15,150",202,4,-,-,1989,팔공로33길 19,-,중개거래,대구 동구,23.03.24,아파트
20520,대구시 달성군 다사읍 서재리,대구시,달성군,다사읍,대구시 달성군 다사읍 에이스,541,541,0,에이스,82.04,202302,10,"15,000",-,6,-,-,2003,서재본길 10,-,중개거래,대구 달성군,23.02.28,아파트
20669,대구시 중구 동인동3가,대구시,중구,동인동3가,대구시 중구 동인동3가 동남,343,343,0,동남,67.5,202302,8,"10,000",-,4,-,-,1979,국채보상로143길 74,-,직거래,-,23.03.08,아파트
20772,대구시 달성군 다사읍 매곡리,대구시,달성군,다사읍,대구시 달성군 다사읍 강창그린빌,716-3,716,3,강창그린빌,59.94,202302,6,"12,800",101,21,-,-,2000,달구벌대로 786,-,중개거래,대구 달성군,23.05.22,아파트
20868,대구시 달서구 상인동,대구시,달서구,상인동,대구시 달서구 상인동 송현주공3,797,797,0,송현주공3,84.2,202302,4,"55,000",-,5,-,-,1986,월배로 280,20230213,중개거래,대구 달서구,-,아파트
20986,대구시 달서구 송현동,대구시,달서구,송현동,대구시 달서구 송현동 명가(187-5),187-5,187,5,명가(187-5),84.7796,202302,3,"25,000",-,12,-,-,2003,월배로 403,-,중개거래,대구 달서구 대구 중구,23.02.28,아파트
20988,대구시 수성구 노변동,대구시,수성구,노변동,대구시 수성구 노변동 삼승월드타운101,122-17,122,17,삼승월드타운101,97.97,202302,3,"28,300",101,9,-,-,2003,노변로 89,-,중개거래,대구 수성구,23.04.10,아파트
21126,대구시 달서구 감삼동,대구시,달서구,감삼동,대구시 달서구 감삼동 우인그레이스101,282-5,282,5,우인그레이스101,84.925,202301,31,"25,000",-,8,-,-,2016,감삼1길 100,-,중개거래,대구 달서구,23.03.03,아파트
21169,대구시 수성구 황금동,대구시,수성구,황금동,대구시 수성구 황금동 가든하이츠2,100,100,0,가든하이츠2,129.18,202301,30,"108,000",201,2,-,-,1986,청호로69길 30,-,중개거래,대구 수성구,23.03.07,아파트
21233,대구시 동구 입석동,대구시,동구,입석동,대구시 동구 입석동 리엔파크101동,931-67,931,67,리엔파크101동,82.682,202301,28,"21,500",101,7,-,-,2016,입석로 30,-,중개거래,대구 동구,23.03.24,아파트
21328,대구시 달서구 본리동,대구시,달서구,본리동,대구시 달서구 본리동 로얄센트로(101동),369-2,369,2,로얄센트로(101동),84.71,202301,26,"35,000",-,3,-,-,2001,구마로21길 53,-,직거래,-,-,아파트
21477,대구시 수성구 만촌동,대구시,수성구,만촌동,대구시 수성구 만촌동 만촌화성파크드림2,861-8,861,8,만촌화성파크드림2,84.3194,202301,19,"63,000",만촌화성파크드림2,16,-,-,2006,달구벌대로 2690,-,중개거래,대구 수성구,23.02.24,아파트
21500,대구시 북구 칠성동2가,대구시,북구,칠성동2가,대구시 북구 칠성동2가 삼남,302-265,302,265,삼남,47.01,202301,18,"13,700",-,2,-,-,1980,칠성남로30길 46,-,직거래,-,23.02.14,아파트
21653,대구시 수성구 지산동,대구시,수성구,지산동,대구시 수성구 지산동 지산아이위시네이처아파트,1197-1,1197,1,지산아이위시네이처아파트,84.142,202301,14,"35,140",-,13,-,-,2018,용학로40길 27,-,중개거래,대구 수성구,23.03.02,아파트
21802,대구시 중구 남산동,대구시,중구,남산동,대구시 중구 남산동 남문시장2지구,699-7,699,7,남문시장2지구,68.03,202301,10,"13,500",2지구,3,-,-,1975,중앙대로 307-16,-,중개거래,대구 중구,23.01.31,아파트
21997,대구시 달서구 송현동,대구시,달서구,송현동,대구시 달서구 송현동 송현파크맨션,1920-7,1920,7,송현파크맨션,75.855,202301,3,"20,000",-,5,-,-,2000,월배로73길 9,-,중개거래,대구 달서구,23.03.20,아파트
21999,대구시 수성구 파동,대구시,수성구,파동,대구시 수성구 파동 남광타운,193-1,193,1,남광타운,59.81,202301,3,"20,500",-,4,-,-,1996,파동로22길 3,-,직거래,-,23.02.13,아파트
1,대전시 유성구 지족동,대전시,유성구,지족동,대전시 유성구 지족동 노은에코힐,1041,1041,0,노은에코힐,84.92,202312,31,"35,500",703,9,-,-,2015,지족로190번길 39,-,중개거래,대전 유성구,24.04.29,아파트
2,대전시 서구 갈마동,대전시,서구,갈마동,대전시 서구 갈마동 광도푸른,404-2,404,2,광도푸른,39.9675,202312,31,"8,600",-,9,-,-,1998,갈마로117번길 23,-,중개거래,대전 서구,24.02.16,아파트
3,대전시 동구 성남동,대전시,동구,성남동,대전시 동구 성남동 스마트뷰,528,528,0,스마트뷰,84.98,202312,31,"36,000",101,17,-,-,2011,성남로 15,-,중개거래,대전 동구,24.04.17,아파트
4,대전시 유성구 지족동,대전시,유성구,지족동,대전시 유성구 지족동 노은3지구영무예다음에코타운,1052,1052,0,노은3지구영무예다음에코타운,84.6603,202312,30,"36,300",104동,2,-,-,2017,지족로 92,-,중개거래,대전 유성구,24.02.23,아파트
5,대전시 서구 관저동,대전시,서구,관저동,대전시 서구 관저동 관저더샵,1985,1985,0,관저더샵,84.882,202312,30,"55,200",101동,19,-,-,2018,관저서로 19,-,중개거래,대전 서구,24.03.18,아파트
6,대전시 서구 월평동,대전시,서구,월평동,대전시 서구 월평동 누리,301,301,0,누리,126.45,202312,30,"71,800",113,3,-,-,1994,청사로 70,-,중개거래,대전 서구,24.04.09,아파트
7,대전시 중구 중촌동,대전시,중구,중촌동,대전시 중구 중촌동 중촌역푸르지오센터파크,472,472,0,중촌역푸르지오센터파크,59.9802,202312,30,"33,000",109,3,-,-,2022,대전천서로 709,-,중개거래,대전 중구,24.04.12,아파트
8,대전시 유성구 원신흥동,대전시,유성구,원신흥동,대전시 유성구 원신흥동 어울림하트,529,529,0,어울림하트,84.47,202312,30,"50,000",1203,21,-,-,2011,동서대로 725,-,중개거래,대전 동구,24.02.15,아파트
11,대전시 대덕구 읍내동,대전시,대덕구,읍내동,대전시 대덕구 읍내동 현대,54,54,0,현대,84.96,202312,30,"18,900",104,7,-,-,1991,계족로761번길 24,-,중개거래,대전 대덕구,24.03.29,아파트
12,대전시 서구 관저동,대전시,서구,관저동,대전시 서구 관저동 관저지구효성해링턴플레이스,1595,1595,0,관저지구효성해링턴플레이스,84.9282,202312,30,"48,000",-,14,-,-,2016,관저동로 12,-,중개거래,대전 서구,-,아파트
13,대전시 서구 정림동,대전시,서구,정림동,대전시 서구 정림동 우성,584,584,0,우성,84.935,202312,30,"30,000",111,9,-,-,1993,정림로 55,-,중개거래,대전 서구,24.02.05,아파트
14,대전시 동구 가양동,대전시,동구,가양동,대전시 동구 가양동 큰솔3차,162-11,162,11,큰솔3차,33.9914,202312,30,"7,500",-,9,-,-,2002,충정로18번길 60,-,중개거래,대전 동구,24.03.04,아파트
15,대전시 유성구 송강동,대전시,유성구,송강동,대전시 유성구 송강동 청솔한양,8-2,8,2,청솔한양,40.36,202312,30,"11,500",514,14,-,-,1996,송강로42번길 61,-,중개거래,대전 유성구,24.01.12,아파트
16,대전시 유성구 지족동,대전시,유성구,지족동,대전시 유성구 지족동 대전노은4지구한화꿈에그린2블록,1093,1093,0,대전노은4지구한화꿈에그린2블록,84.783,202312,30,"52,000",209,26,-,-,2014,지족북로 60,-,중개거래,대전 유성구,24.04.01,아파트
17,대전시 유성구 지족동,대전시,유성구,지족동,"대전시 유성구 지족동 열매마을4단지(계룡,현대)",858,858,0,"열매마을4단지(계룡,현대)",59.816,202312,30,"27,600",405,2,-,-,2001,노은서로210번길 32,-,중개거래,"대전 서구, 대전 유성구",24.02.27,아파트
18,대전시 유성구 봉산동,대전시,유성구,봉산동,대전시 유성구 봉산동 유성대광로제비앙아파트,1023,1023,0,유성대광로제비앙아파트,84.9147,202312,30,"34,000",106동,1,-,-,2022,와룡로 206,-,직거래,-,24.01.29,아파트
19,대전시 유성구 지족동,대전시,유성구,지족동,대전시 유성구 지족동 경남아너스빌2차,905-5,905,5,경남아너스빌2차,118.51,202312,30,"30,500",-,13,-,-,2005,은구비남로33번길 5,-,중개거래,대전 유성구,24.01.31,아파트
20,대전시 서구 도안동,대전시,서구,도안동,대전시 서구 도안동 트리풀시티레이크포레,2354,2354,0,트리풀시티레이크포레,84.9389,202312,30,"70,000",316동,15,-,-,2021,도안동로 234,-,중개거래,대전 서구,24.01.31,아파트
21,대전시 동구 용운동,대전시,동구,용운동,대전시 동구 용운동 정원,423-15,423,15,정원,59.88,202312,30,"11,500",101,3,-,-,1997,용운로 124-4,-,중개거래,대전 동구,24.03.29,아파트
22,대전시 동구 용운동,대전시,동구,용운동,대전시 동구 용운동 e편한세상 대전에코포레,783,783,0,e편한세상 대전에코포레,43.4285,202312,30,"26,200",110,22,-,-,2020,용운로 203,-,중개거래,대전 동구,24.02.16,아파트
23,대전시 서구 탄방동,대전시,서구,탄방동,대전시 서구 탄방동 리베라스위트빌Ⅱ,636,636,0,리베라스위트빌Ⅱ,37.19,202312,30,"8,900",-,3,-,-,2004,문정로2번길 33,-,중개거래,대전 서구,24.01.11,아파트
